quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross
2025-01-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,794.32
2025-07-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,790.58
2026-07-01,Direct,Open Auction - BFM,CTV,DSP Not Found,Other,785.8
2025-01-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,784.16
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,778.5
2025-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,759.04
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,680.12
2025-01-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,666.74
2026-07-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,657.97
2025-07-01,Direct,Open Auction - BFM,CTV,535Media,535Media,644.87
2026-07-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,636.97
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,632.33
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Adtelligent,Adtelligent,618.61
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,615.69
2026-07-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,613.18
2026-01-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,606.0
2026-07-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),591.55
2025-04-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,591.12
2026-07-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,587.1
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,568.45
2026-04-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,567.09
2025-10-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,542.03
2026-07-01,Direct,Select - BFM,CTV,Walmart,Walmart,527.71
2026-01-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,500.17
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,499.4
2026-07-01,Direct,Open Auction - Seedtag,Online Video,DeepIntent,DeepIntent,487.29
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,486.86
2026-01-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,485.73
2026-04-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,461.36
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,456.68
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,449.54
2026-07-01,Direct,Open Auction - BFM,Display,Conversant,Epsilon (Conversant),437.84
2025-01-01,Direct,Open Auction - BFM,CTV,Metax,Metax,435.53
2025-01-01,Direct,Open Auction - BFM,CTV,The Media Sense,The Media Sense,430.26
2026-07-01,Direct,Select - BFM,CTV,Viant,Viant,424.63
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,419.21
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,418.74
2025-10-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,410.05
2026-07-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,404.74
2025-07-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,402.62
2025-10-01,Direct,Open Auction - BFM,CTV,Metax,Metax,401.85
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,401.25
2025-07-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,393.52
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,StackAdapt,StackAdapt,389.93
2025-07-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,374.68
2026-01-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,373.41
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,369.95
2025-01-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,369.22
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,360.51
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,358.53
2025-01-01,Direct,Open Auction - BFM,Display,IQM,IQM,351.72
2025-01-01,Direct,Open Auction - BFM,CTV,IQM,IQM,344.81
2026-04-01,Direct,Open Auction - BFM,CTV,Seedtag POC,Seedtag POC,341.24
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Amobee,Amobee,332.62
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,332.18
2026-07-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,328.79
2025-04-01,Direct,Select - BFM,CTV,Xandr,AppNexus,328.17
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,317.98
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,314.84
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,314.79
2026-07-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,305.05
2025-01-01,Direct,DSP Marketplace - BFM,Display,Aceex,Aceex,300.19
2026-01-01,Direct,Open Auction - BFM,CTV,IQM,IQM,299.09
2026-07-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,297.45
2026-04-01,Direct,Open Auction - BFM,CTV,IQM,IQM,297.43
2026-04-01,BidSwitch,PMP - Curation,Display,DV360,DBM,292.41
2025-10-01,Direct,PMP External Web,Display,Xandr,AppNexus,291.02
2025-07-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,290.35
2025-04-01,Direct,PMP Web - O&O,Native,TheTradeDesk,TheTradeDesk,290.3
2025-10-01,BidSwitch,Open Auction - Seedtag,Display,AdMixerBidswitch,AdMixerBidswitch,289.04
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,284.47
2025-01-01,Direct,Select - BFM,CTV,IQM,IQM,280.83
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,278.53
2026-01-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,267.3
2025-01-01,Direct,PMP External Web,Online Video,Xandr,AppNexus,263.09
2026-04-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,258.64
2025-10-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,258.52
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Unruly,Unruly,257.05
2026-01-01,Direct,Open Auction - BFM,Display,SmartyAds,SmartyAds,256.01
2026-01-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,248.46
2025-10-01,Direct,Open Auction - BFM,CTV,IQM,IQM,245.03
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Marketing Architects,Marketing Architects -RTB,244.92
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,237.17
2026-07-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,236.33
2025-10-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,234.0
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Aceex,Aceex,233.06
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,229.72
2025-01-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,228.66
2025-01-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,222.36
2025-01-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,220.64
2025-04-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,211.7
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,210.18
2026-01-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,210.16
2026-01-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,209.92
2025-04-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,209.91
2025-10-01,BidSwitch,Select - BFM,Display,DV360,DV360,207.61
2026-07-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,206.52
2025-10-01,Direct,PMP CTV - O&O,CTV,Xandr,AppNexus,203.67
2025-07-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,203.56
2025-10-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,197.46
2026-04-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,192.78
2026-01-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,189.36
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,186.68
2025-04-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,174.33
2025-07-01,Direct,Open Auction - BFM,CTV,IQM,IQM,173.98
2025-04-01,Direct,DSP Marketplace - BFM,Display,Aceex,Aceex,169.96
2026-07-01,BidSwitch,Open Auction - BFM,CTV,OnSpot Data,OnSpot Data,169.0
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,168.47
2025-10-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,167.5
2026-04-01,BidSwitch,PMP Web - O&O,Online Video,Amazon DSP,AmazonBidswitch,167.06
2025-01-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,163.27
2025-10-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,161.97
2025-07-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,157.23
2026-07-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,149.44
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,146.84
2026-07-01,Direct,PMP - Curation,Display,TheTradeDesk,TheTradeDesk,145.55
2025-04-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,145.5
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,Sportradar,Sportradar,144.16
2025-04-01,Direct,Open Auction - BFM,CTV,IQM,IQM,140.71
2025-04-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,136.31
2025-07-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,134.83
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,134.35
2025-10-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,132.79
2026-01-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,128.5
2025-10-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,126.19
2025-07-01,Direct,Select - BFM,CTV,Xandr,AppNexus,125.13
2026-07-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,124.92
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,123.79
2025-04-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,122.96
2025-04-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,121.11
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,120.7
2025-07-01,Direct,PMP CTV - O&O,CTV,Basis Technologies,Basis Technologies,118.95
2026-07-01,Direct,Open Auction - BFM,CTV,DeepIntent,DeepIntent,118.71
2026-07-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,118.6
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,118.53
2026-04-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,116.12
2025-07-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,115.47
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,114.59
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,114.22
2026-04-01,Direct,Open Auction - Seedtag,Display,DeepIntent,DeepIntent,113.02
2026-04-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,112.84
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Madopi,Madopi,111.29
2025-07-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,111.13
2025-04-01,BidSwitch,Open Auction - BFM,Display,IPONWEB BidCore,IPONWEB BidCore,109.76
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Xandr,AppNexus,109.28
2025-04-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,107.53
2026-04-01,BidSwitch,PMP - Curation,Online Video,DV360,DBM,106.37
2025-01-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,106.33
2025-04-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,100.33
2025-04-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,97.57
2025-07-01,Direct,Select - BFM,CTV,Stirista,Stirista,97.32
2025-01-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,97.21
2026-04-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,95.62
2026-01-01,Direct,Open Auction - BFM,CTV,Metax,Metax,91.88
2025-01-01,BidSwitch,PMP CTV - O&O,CTV,DV360,DV360,86.06
2026-01-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,85.9
2025-04-01,Direct,Open Auction - BFM,CTV,Cepia,Cepia,77.74
2025-10-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,77.41
2025-07-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,74.29
2025-04-01,Direct,DSP Marketplace - BFM,Display,Beeswax,Beeswax,68.41
2025-01-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,67.53
2025-04-01,Direct,DSP Marketplace - BFM,CTV,BidSwitch,Bidswitch,66.73
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Knorex,Knorex,65.46
2026-07-01,Direct,Open Auction - BFM,CTV,Octillion,Octillion,65.25
2025-10-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,64.53
2025-04-01,BidSwitch,Select - BFM,CTV,Sportradar,Sportradar,57.6
2026-04-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,56.66
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Samsung DSP,Samsung DSP,55.83
2026-04-01,Direct,Open Auction - BFM,CTV,StackAdaptDSP,StackAdaptDSP,55.75
2025-10-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,55.49
2026-04-01,Direct,DSP Marketplace - BFM,CTV,SmartyAds,SmartyAds,55.38
2025-07-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,55.32
2025-07-01,Direct,PMP External Web,Display,Xandr,AppNexus,54.52
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Streamworx Lda.,Streamworx Lda.,54.32
2025-07-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,52.93
2025-10-01,Direct,Open Auction - BFM,Display,Yahoo DSP,Yahoo DSP,52.17
2025-01-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,50.57
2026-07-01,BidSwitch,Select - BFM,CTV,DV360,DV360,50.2
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Conversant,Conversant,49.53
2026-04-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,49.41
2025-04-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,48.33
2026-01-01,BidSwitch,PMP Web - O&O,Online Video,Amazon DSP,AmazonBidswitch,44.98
2025-01-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,44.66
2025-01-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,42.48
2025-04-01,Direct,Select - BFM,CTV,Stirista,Stirista,42.08
2025-07-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,41.93
2025-01-01,Direct,DSP Marketplace - BFM,Display,Beeswax,Beeswax,40.81
2025-04-01,Direct,DSP Marketplace - BFM,CTV,IQM,IQM,40.66
2026-04-01,Direct,Open Auction - BFM,CTV,Metax,Metax,40.13
2026-07-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,40.11
2026-01-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,39.92
2026-07-01,Direct,Open Auction - BFM,CTV,IQM,IQM,36.4
2026-04-01,Direct,Open Auction - BFM,CTV,Krush Media,Krush Media,36.03
2025-07-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,35.52
2025-04-01,Direct,Open Auction - BFM,CTV,Metax,Metax,35.14
2025-04-01,Direct,Select - BFM,CTV,IQM,IQM,35.03
2026-04-01,Direct,Open Auction - BFM,CTV,Equative,Equative,34.51
2025-07-01,BidSwitch,Open Auction - BFM,Display,Infillion,Infillion,33.09
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,DV360,DV360,32.07
2026-01-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,31.6
2025-04-01,BidSwitch,Open Auction - BFM,Display,Inspiritum,Inspiritum,31.11
2026-01-01,Direct,PMP External Web,Display,Xandr,AppNexus,30.15
2026-01-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,29.96
2025-07-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,29.49
2025-01-01,Direct,Open Auction - BFM,CTV,Aceex,Aceex,27.61
2025-07-01,Direct,Select - BFM,CTV,SundaySky,SundaySky,27.47
2025-04-01,Direct,Open Auction - BFM,CTV,OMG,OMG,27.43
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,27.43
2026-07-01,Direct,Open Auction - Seedtag,Display,DeepIntent,DeepIntent,26.08
2025-04-01,BidSwitch,Open Auction - BFM,Display,Knorex,Knorex,26.01
2026-01-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,25.92
2026-04-01,BidSwitch,Open Auction - BFM,Display,AdElement,AdElement,25.35
2025-10-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,24.65
2026-07-01,Direct,Open Auction - BFM,Display,DeepIntent,DeepIntent,23.37
2025-04-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,23.16
2026-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,22.99
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,Sportradar,Sportradar,22.9
2026-01-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,22.39
2026-04-01,Direct,DSP Marketplace - BFM,Display,Stirista,Stirista,21.8
2025-04-01,Direct,Open Auction - BFM,CTV,The Media Sense,The Media Sense,20.72
2026-07-01,Direct,PMP - Curation,Display,StackAdapt,StackAdaptDSP,20.53
2025-07-01,Direct,PMP Web - O&O,Online Video,Xandr,AppNexus,20.28
2025-07-01,Direct,PMP Web - O&O,Online Video,RtbHouse,RtbHouse,18.68
2026-01-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,18.65
2025-01-01,Direct,Open Auction - Seedtag,Display,DSP Not Found,NextRollPAAPI,18.43
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Demandbase,Demandbase,18.03
2026-07-01,Direct,DSP Marketplace - BFM,Display,GroundTruth,GroundTruth,17.98
2025-07-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,17.92
2025-07-01,Direct,Open Auction - BFM,Display,IQM,IQM,17.57
2026-07-01,Direct,Open Auction - BFM,CTV,Equative,Equative,17.44
2025-04-01,BidSwitch,Open Auction - BFM,Display,Streamworx Lda.,Streamworx Lda.,15.64
2025-01-01,Direct,DSP Marketplace - BFM,Display,Conversant,Epsilon (Conversant),15.48
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Demandbase,Demandbase,15.48
2026-04-01,Direct,Select - BFM,Display,Viant,Viant,15.18
2026-07-01,Direct,Open Auction - BFM,CTV,Metax,Metax,14.78
2025-07-01,BidSwitch,Open Auction - BFM,Display,OnSpot Data,OnSpot Data,14.66
2025-10-01,Direct,Open Auction - BFM,CTV,BidSwitch,Bidswitch,14.54
2025-07-01,Direct,Open Auction - BFM,CTV,OMG,OMG,14.51
2025-10-01,Direct,Select - BFM,Display,Viant,Viant,14.35
2026-01-01,Direct,Open Auction - BFM,Display,GroundTruth,GroundTruth,14.02
2025-10-01,Direct,Open Auction - BFM,Display,Stirista,Stirista,13.98
2025-10-01,Direct,Select - BFM,CTV,Xandr,AppNexus,13.93
2026-01-01,Direct,Open Auction - BFM,CTV,SmartClip,SmartClip,13.22
2025-07-01,BidSwitch,Open Auction - BFM,Display,Inspiritum,Inspiritum,13.01
2025-04-01,Direct,Open Auction - BFM,CTV,Stirista,Stirista,12.28
2025-10-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,12.11
2026-04-01,BidSwitch,Open Auction - BFM,Display,AdIngenious,AdIngenious,11.72
2026-04-01,Direct,Open Auction - BFM,Display,Beeswax,Beeswax,11.44
2025-01-01,BidSwitch,Open Auction - BFM,CTV,IPONWEB BidCore,IPONWEB BidCore,11.37
2025-10-01,Direct,Open Auction - BFM,Display,Krush Media,Krush Media,11.24
2025-01-01,Direct,Open Auction - BFM,CTV,Lowbrow Customs,Lowbrow Customs,11.22
2026-01-01,Direct,Select - BFM,Display,Viant,Viant,11.14
2025-10-01,Direct,Select - BFM,CTV,SimpliFi,SimpliFi,11.06
2026-04-01,Direct,DSP Marketplace - BFM,Display,Adtheorent,Adtheorent,10.54
2025-04-01,Direct,Open Auction - BFM,Display,IQM,IQM,10.27
2026-04-01,BidSwitch,Open Auction - BFM,Display,Webeye,Webeye,10.18
2025-04-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,10.16
2025-01-01,BidSwitch,Open Auction - BFM,Display,Quantcast,Quantcast,9.84
2026-07-01,Direct,Select - BFM,CTV,Adtelligent,Adtelligent,9.74
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Madopi,Madopi,9.7
